Material,ID,Configuration,Total energy [eV/atom],Band gap [eV],Volume [Å3/atom],# of ionic steps,Converged
SiC,7890,fine_relax_1,-7.518,,10.779,2.0,False
SiC,7890,coarse_relax,-7.526,1.6,10.138,3.0,True
SiC,7890,fine_relax,-7.531,1.6,10.451,4.0,True
SiC,7890,standard,-7.529,2.2,10.451,1.0,True
SiC,7890,static,-7.53,2.1,10.437,1.0,True
SiC,7890,relaxation_lda,-8.325,0.0,10.148,10.0,True
SiC,7890,static_lda,-8.325,2.1,10.148,1.0,True
SiC,7889,fine_relax,-4.572,2.2,15.368,18.0,True
SiC,7889,static,-7.53,2.0,10.436,1.0,True
SiC,7889,relaxation_lda,-8.325,0.0,10.148,7.0,True
SiC,7889,static_lda,,,,,True
SiC,7787,fine_relax_1,-7.521,,10.155,1.0,False
SiC,7787,coarse_relax,-7.525,1.7,10.155,5.0,True
SiC,7787,fine_relax,-7.526,1.4,10.435,4.0,True
SiC,7787,standard,-7.529,2.1,10.435,1.0,True
SiC,7787,static,-7.53,1.9,10.443,1.0,True
SiC,7787,relaxation_lda,-8.325,0.0,10.147,10.0,True
SiC,7787,static_lda,-8.324,1.9,10.147,1.0,True
SiC,5366,fine_relax,-4.573,2.2,15.445,37.0,True
SiC,5366,static,-7.53,2.1,10.436,1.0,True
SiC,5366,relaxation_lda,,,,,True
SiC,4674,coarse_relax,-7.523,1.8,10.147,9.0,True
SiC,4674,fine_relax,-7.526,1.6,10.435,4.0,True
SiC,4674,standard,-7.527,2.1,10.435,1.0,True
