Material,ID,Configuration,Total energy [eV/atom],Band gap [eV],Volume [Å3/atom],# of ionic steps,Converged
BaN,338255,fine_relax,-4.446,0.0,19.626,3.0,True
BaN,338255,standard,-4.427,0.0,19.626,1.0,True
BaN,338255,static,-4.584,0.0,20.206,1.0,True
BaN,338255,relaxation,-4.758,0.0,20.206,3.0,True
CN,3249,coarse_relax,-8.357,,12.479,31.0,False
CN,3249,fine_relax,-7.991,,13.207,15.0,False
CN,3249,standard,-8.009,4.2,13.207,1.0,True
CN,3249,relaxation,-8.066,0.0,15.252,9.0,True
CN,3249,static,-8.055,4.4,15.252,1.0,True
CN,1218937,relaxation,-6.432,0.0,6.062,3.0,True
CN,1218937,static,-6.427,0.0,6.063,1.0,True
CN,1234894,relaxation,-5.955,0.0,5.753,3.0,True
CN,1234894,static,-5.946,0.0,5.753,1.0,True
CN,1105245,relaxation,-5.955,0.0,5.752,3.0,True
CN,1105245,static,-5.946,0.0,5.752,1.0,True
CN,306060,initialize,-3.146,0.0,16.022,1.0,True
CN,306060,coarse_relax,-5.003,0.0,6.992,4.0,True
CN,306060,fine_relax,-4.547,0.0,6.823,3.0,True
CN,306060,standard,-4.532,0.0,6.823,1.0,True
CN,306060,static,-4.532,0.0,6.81,1.0,True
CN,306060,relaxation,-4.547,0.0,6.81,3.0,True
CN,337602,initialize,-3.133,0.0,16.022,1.0,True
CN,337602,coarse_relax,-4.794,0.0,7.594,4.0,True
CN,337602,fine_relax,-4.34,0.0,7.411,6.0,True
CN,337602,standard,-4.326,0.0,7.411,1.0,True
CN,337602,static,-4.48,0.0,6.78,1.0,True
CN,337602,relaxation,-4.477,0.0,6.78,3.0,True
CN,1228616,relaxation,-4.453,0.0,7.319,3.0,True
CN,1228616,static,-4.441,0.0,7.319,1.0,True
HfN,647076,standard,-10.891,0.0,11.527,1.0,True
HfN,647076,static,-10.892,0.0,11.558,1.0,True
HfN,647076,fine_relax,-10.888,0.0,11.527,4.0,True
HfN,647076,relaxation_lda,-11.936,0.0,11.1,1.0,True
HfN,647076,static_lda,-11.936,0.0,11.1,1.0,True
HfN,1105610,relaxation,-10.896,0.0,11.558,3.0,True
HfN,1105610,static,-10.892,0.0,11.558,1.0,True
HfN,327509,initialize,-7.075,0.0,22.756,1.0,True
HfN,327509,coarse_relax,-11.155,0.0,11.465,12.0,True
HfN,327509,fine_relax,-10.893,0.0,11.544,4.0,True
HfN,327509,standard,-10.892,0.0,11.544,1.0,True
HfN,327509,static,-10.892,0.0,11.552,1.0,True
HfN,327509,relaxation,-10.895,0.0,11.552,3.0,True
HfN,1222788,relaxation,-10.624,0.0,14.633,3.0,True
HfN,1222788,static,-10.621,0.0,14.633,1.0,True
HfN,648043,standard,-10.62,0.0,14.575,1.0,True
HfN,648043,static,-10.621,0.0,14.624,1.0,True
HfN,648043,fine_relax,-10.615,0.0,14.575,4.0,True
HfN,648043,relaxation_lda,-11.532,0.0,14.062,1.0,True
HfN,648043,static_lda,-11.532,0.0,14.062,1.0,True
HfN,1229759,relaxation,-10.506,0.0,11.904,3.0,True
HfN,1229759,static,-10.505,0.0,11.904,1.0,True
HfN,1108170,relaxation_0,-10.329,0.0,13.715,57.0,False
HfN,1108170,relaxation,-10.365,0.0,13.77,7.0,True
HfN,1108170,static,-10.366,0.0,13.77,1.0,True
HfN,306425,initialize,-7.492,0.0,22.756,1.0,True
HfN,306425,coarse_relax,-10.248,0.0,11.155,5.0,True
HfN,306425,fine_relax,-9.911,0.0,11.042,3.0,True
HfN,306425,standard,-9.901,0.0,11.042,1.0,True
HfN,306425,static,-9.901,0.0,11.046,1.0,True
HfN,306425,relaxation,-9.906,0.0,11.046,3.0,True
HfN,337967,initialize,-6.911,0.0,22.756,1.0,True
HfN,337967,coarse_relax,-10.191,0.0,11.121,12.0,True
HfN,337967,fine_relax,-9.909,0.0,11.04,3.0,True
HfN,337967,standard,-9.899,0.0,11.04,1.0,True
HfN,337967,static,-9.685,0.0,11.016,1.0,True
HfN,337967,relaxation,-9.896,0.0,11.016,3.0,True
LuN,646149,standard,-8.303,0.4,13.179,1.0,True
LuN,646149,static,-8.306,0.5,13.288,1.0,True
LuN,646149,fine_relax,-8.295,1.0,13.179,4.0,True
LuN,1105758,relaxation,-8.31,0.8,13.275,3.0,True
LuN,1105758,static,-8.305,0.5,13.275,1.0,True
LuN,327657,initialize,-4.466,0.0,26.383,1.0,True
LuN,327657,coarse_relax,-8.563,1.0,13.127,12.0,True
LuN,327657,fine_relax,-8.306,1.0,13.255,4.0,True
LuN,327657,standard,-8.305,0.4,13.255,1.0,True
LuN,327657,static,-8.305,0.5,13.278,1.0,True
LuN,327657,relaxation,-8.307,0.8,13.278,12.0,True
LuN,1749383,static,-8.196,1.1,15.44,1.0,True
LuN,1749383,relaxation,-8.165,1.1,15.44,27.0,True
LuN,1223238,relaxation,-8.028,0.0,16.65,3.0,True
LuN,1223238,static,-8.025,2.2,16.65,1.0,True
LuN,1749759,static,-7.799,0.4,13.441,1.0,True
LuN,1749759,relaxation,-7.799,1.2,13.441,3.0,True
LuN,1108178,relaxation_0,-7.559,0.0,15.583,37.0,False
LuN,1108178,relaxation,-7.579,0.0,15.62,7.0,True
LuN,1108178,static,-7.579,0.0,15.62,1.0,True
LuN,306573,initialize,-5.257,0.0,26.383,1.0,True
LuN,306573,coarse_relax,-7.631,0.0,12.391,4.0,True
LuN,306573,fine_relax,-7.298,0.0,12.237,4.0,True
LuN,306573,standard,-7.291,0.0,12.237,1.0,True
LuN,306573,static,-7.291,0.0,12.214,1.0,True
LuN,306573,relaxation,-7.296,0.0,12.214,3.0,True
LuN,338115,initialize,-4.508,0.0,26.383,1.0,True
LuN,338115,coarse_relax,-7.576,0.0,12.334,8.0,True
LuN,338115,fine_relax,-6.782,0.0,12.079,6.0,True
LuN,338115,standard,-6.775,0.0,12.079,1.0,True
LuN,338115,_0,500000000.0,,,1.0,False
LuN,338115,relaxation_1,-7.321,0.0,12.451,8.0,False
LuN,338115,relaxation,-7.263,0.0,12.221,3.0,True
LuN,338115,static,-7.076,0.0,12.221,1.0,True
NbN,1230385,relaxation,-10.287,0.0,11.022,3.0,True
NbN,1230385,static,-10.285,0.0,11.022,1.0,True
NbN,13743,static,-10.284,0.0,10.981,1.0,True
NbN,13743,coarse_relax,-10.239,0.0,10.515,3.0,True
